Date,Day,Month,Year,Max
2002-03-11,11,3,2002,
2002-03-12,12,3,2002,
2002-03-13,13,3,2002,
2002-03-14,14,3,2002,
2002-03-15,15,3,2002,
2002-03-16,16,3,2002,
2002-03-17,17,3,2002,
2002-03-18,18,3,2002,
2002-03-19,19,3,2002,
2002-03-20,20,3,2002,
2002-03-21,21,3,2002,1.0
2002-03-22,22,3,2002,1.4
2002-03-23,23,3,2002,1.5
2002-03-24,24,3,2002,
2002-03-25,25,3,2002,
2002-03-26,26,3,2002,
2002-03-27,27,3,2002,
2002-03-28,28,3,2002,
2002-03-29,29,3,2002,0.1
2002-03-30,30,3,2002,0.1
2002-03-31,31,3,2002,0.8
2002-04-01,1,4,2002,
2002-04-02,2,4,2002,
2002-04-03,3,4,2002,
2002-04-04,4,4,2002,
2002-04-05,5,4,2002,
2002-04-06,6,4,2002,0.1
2002-04-07,7,4,2002,0.1
2002-04-08,8,4,2002,0.1
2002-04-09,9,4,2002,
2002-04-10,10,4,2002,
2002-04-11,11,4,2002,
2002-04-12,12,4,2002,
2002-04-13,13,4,2002,
2002-04-14,14,4,2002,
2002-04-15,15,4,2002,
2002-04-16,16,4,2002,
2002-04-17,17,4,2002,
2002-04-18,18,4,2002,
2002-04-19,19,4,2002,0.1
2002-04-20,20,4,2002,0.1
2002-04-21,21,4,2002,0.2
2002-04-22,22,4,2002,0.2
2002-04-23,23,4,2002,0.2
2002-04-24,24,4,2002,0.1
2002-04-25,25,4,2002,0.1
2002-04-26,26,4,2002,0.2
2002-04-27,27,4,2002,0.2
2002-04-28,28,4,2002,0.2
2002-04-29,29,4,2002,0.5
2002-04-30,30,4,2002,1.0
2002-05-01,1,5,2002,
2002-05-02,2,5,2002,5.1
2002-05-03,3,5,2002,5.8
2002-05-04,4,5,2002,5.5
2002-05-05,5,5,2002,4.9
2002-05-06,6,5,2002,4.6
2002-05-07,7,5,2002,4.0
2002-05-08,8,5,2002,4.0
2002-05-09,9,5,2002,3.6
2002-05-10,10,5,2002,3.6
2002-05-11,11,5,2002,3.2
2002-05-12,12,5,2002,2.2
2002-05-13,13,5,2002,2.8
2002-05-14,14,5,2002,2.6
2002-05-15,15,5,2002,2.5
2002-05-16,16,5,2002,2.8
2002-05-17,17,5,2002,3.6
2002-05-18,18,5,2002,4.0
2002-05-19,19,5,2002,4.5
2002-05-20,20,5,2002,4.6
2002-05-21,21,5,2002,5.0
2002-05-22,22,5,2002,4.3
2002-05-23,23,5,2002,4.1
2002-05-24,24,5,2002,3.9
2002-05-25,25,5,2002,2.8
2002-05-26,26,5,2002,2.5
2002-05-27,27,5,2002,2.8
2002-05-28,28,5,2002,2.6
2002-05-29,29,5,2002,2.3
2002-05-30,30,5,2002,2.8
2002-05-31,31,5,2002,3.8
2002-06-01,1,6,2002,0.6
2002-06-02,2,6,2002,0.8
2002-06-03,3,6,2002,0.9
2002-06-04,4,6,2002,1.5
2002-06-05,5,6,2002,3.3
2002-06-06,6,6,2002,2.8
2002-06-07,7,6,2002,1.8
2002-06-08,8,6,2002,2.2
2002-06-09,9,6,2002,2.1
2002-06-10,10,6,2002,1.7
2002-06-11,11,6,2002,0.6
2002-06-12,12,6,2002,0.4
2002-06-13,13,6,2002,0.1
2002-06-14,14,6,2002,0.1
2002-06-15,15,6,2002,0.0
2002-06-16,16,6,2002,0.0
2002-06-17,17,6,2002,0.0
2002-06-18,18,6,2002,0.0
2002-06-19,19,6,2002,0.0
2002-06-20,20,6,2002,0.0
2002-06-21,21,6,2002,0.0
2002-06-22,22,6,2002,0.0
2002-06-23,23,6,2002,0.0
2002-06-24,24,6,2002,0.0
2002-06-25,25,6,2002,0.0
2002-06-26,26,6,2002,0.0
2002-06-27,27,6,2002,0.0
2002-06-28,28,6,2002,0.0
2002-06-29,29,6,2002,0.0
2002-06-30,30,6,2002,0.0
2003-01-01,1,1,2003,0.0
2003-01-02,2,1,2003,0.0
2003-01-03,3,1,2003,0.0
2003-01-04,4,1,2003,0.0
2003-01-05,5,1,2003,0.0
2003-01-06,6,1,2003,0.0
2003-01-07,7,1,2003,0.0
2003-01-08,8,1,2003,0.0
2003-01-09,9,1,2003,0.0
2003-01-10,10,1,2003,0.0
2003-01-11,11,1,2003,0.0
2003-01-12,12,1,2003,0.0
2003-01-13,13,1,2003,0.0
2003-01-14,14,1,2003,0.0
2003-01-15,15,1,2003,0.0
2003-01-16,16,1,2003,0.0
2003-01-17,17,1,2003,0.0
2003-01-18,18,1,2003,0.1
2003-01-19,19,1,2003,0.2
2003-01-20,20,1,2003,0.1
2003-01-21,21,1,2003,0.2
2003-01-22,22,1,2003,0.3
2003-01-23,23,1,2003,0.4
2003-01-24,24,1,2003,0.3
2003-01-25,25,1,2003,0.2
2003-01-26,26,1,2003,0.5
2003-01-27,27,1,2003,0.6
2003-01-28,28,1,2003,0.5
2003-01-29,29,1,2003,0.4
2003-01-30,30,1,2003,0.5
2003-01-31,31,1,2003,0.7
2003-02-01,1,2,2003,1.0
2003-02-02,2,2,2003,1.4
2003-02-03,3,2,2003,1.5
2003-02-04,4,2,2003,1.4
2003-02-05,5,2,2003,3.7
2003-02-06,6,2,2003,3.0
2003-02-07,7,2,2003,2.5
2003-02-08,8,2,2003,1.8
2003-02-09,9,2,2003,1.7
2003-02-10,10,2,2003,1.5
2003-02-11,11,2,2003,1.4
2003-02-12,12,2,2003,3.7
2003-02-13,13,2,2003,4.9
2003-02-14,14,2,2003,5.1
2003-02-15,15,2,2003,3.5
2003-02-16,16,2,2003,2.3
2003-02-17,17,2,2003,2.7
2003-02-18,18,2,2003,3.0
2003-02-19,19,2,2003,2.7
2003-02-20,20,2,2003,1.8
2003-02-21,21,2,2003,0.9
2003-02-22,22,2,2003,0.3
2003-02-23,23,2,2003,0.1
2003-02-24,24,2,2003,0.1
2003-02-25,25,2,2003,0.1
2003-02-26,26,2,2003,0.5
2003-02-27,27,2,2003,0.5
2003-02-28,28,2,2003,0.5
2003-03-01,1,3,2003,0.9
2003-03-02,2,3,2003,0.9
2003-03-03,3,3,2003,1.2
2003-03-04,4,3,2003,0.6
2003-03-05,5,3,2003,0.2
2003-03-06,6,3,2003,0.1
2003-03-07,7,3,2003,0.1
2003-03-08,8,3,2003,0.1
2003-03-09,9,3,2003,0.3
2003-03-10,10,3,2003,0.5
2003-03-11,11,3,2003,2.4
2003-03-12,12,3,2003,2.7
2003-03-13,13,3,2003,4.7
2003-03-14,14,3,2003,5.5
2003-03-15,15,3,2003,6.2
2003-03-16,16,3,2003,7.9
2003-03-17,17,3,2003,6.8
2003-03-18,18,3,2003,6.8
2003-03-19,19,3,2003,7.1
2003-03-20,20,3,2003,6.4
2003-03-21,21,3,2003,5.9
2003-03-22,22,3,2003,5.8
2003-03-23,23,3,2003,5.7
2003-03-24,24,3,2003,5.0
2003-03-25,25,3,2003,4.3
2003-03-26,26,3,2003,3.1
2003-03-27,27,3,2003,4.1
2003-03-28,28,3,2003,5.3
2003-03-29,29,3,2003,5.0
2003-03-30,30,3,2003,4.9
2003-03-31,31,3,2003,4.1
2003-04-01,1,4,2003,3.8
2003-04-02,2,4,2003,3.0
2003-04-03,3,4,2003,1.7
2003-04-04,4,4,2003,1.3
2003-04-05,5,4,2003,0.7
2003-04-06,6,4,2003,0.5
2003-04-07,7,4,2003,0.4
2003-04-08,8,4,2003,0.4
2003-04-09,9,4,2003,0.5
2003-04-10,10,4,2003,0.7
2003-04-11,11,4,2003,0.5
2003-04-12,12,4,2003,1.8
2003-04-13,13,4,2003,4.0
2003-04-14,14,4,2003,4.2
2003-04-15,15,4,2003,4.0
2003-04-16,16,4,2003,3.9
2003-04-17,17,4,2003,3.6
2003-04-18,18,4,2003,4.0
2003-04-19,19,4,2003,4.1
2003-04-20,20,4,2003,4.4
2003-04-21,21,4,2003,4.2
2003-04-22,22,4,2003,4.0
2003-04-23,23,4,2003,3.8
2003-04-24,24,4,2003,2.6
2003-04-25,25,4,2003,3.0
2003-04-26,26,4,2003,3.6
2003-04-27,27,4,2003,3.8
2003-04-28,28,4,2003,3.8
2003-04-29,29,4,2003,3.5
2003-04-30,30,4,2003,3.6
2003-05-01,1,5,2003,4.1
2003-05-02,2,5,2003,3.9
2003-05-03,3,5,2003,2.8
2003-05-04,4,5,2003,2.5
2003-05-05,5,5,2003,1.5
2003-05-06,6,5,2003,1.2
2003-05-07,7,5,2003,0.9
2003-05-08,8,5,2003,0.9
2003-05-09,9,5,2003,0.7
2003-05-10,10,5,2003,0.8
2003-05-11,11,5,2003,2.4
2003-05-12,12,5,2003,4.0
2003-05-13,13,5,2003,4.4
2003-05-14,14,5,2003,3.1
2003-05-15,15,5,2003,2.2
2003-05-16,16,5,2003,1.9
2003-05-17,17,5,2003,0.9
2003-05-18,18,5,2003,0.8
2003-05-19,19,5,2003,1.2
2003-05-20,20,5,2003,0.1
2003-05-21,21,5,2003,0.9
2003-05-22,22,5,2003,0.5
2003-05-23,23,5,2003,0.5
2003-05-24,24,5,2003,0.4
2003-05-25,25,5,2003,0.4
2003-05-26,26,5,2003,0.2
2003-05-27,27,5,2003,0.2
2003-05-28,28,5,2003,0.4
2003-05-29,29,5,2003,0.3
2003-05-30,30,5,2003,0.2
2003-05-31,31,5,2003,0.2
2003-06-01,1,6,2003,0.2
2003-06-02,2,6,2003,0.1
2003-06-03,3,6,2003,0.2
2003-06-04,4,6,2003,0.2
2003-06-05,5,6,2003,0.2
2003-06-06,6,6,2003,0.1
2003-06-07,7,6,2003,0.2
2003-06-08,8,6,2003,0.1
2003-06-09,9,6,2003,0.2
2003-06-10,10,6,2003,0.1
2003-06-11,11,6,2003,0.2
2003-06-12,12,6,2003,0.3
2003-06-13,13,6,2003,0.2
2003-06-14,14,6,2003,0.1
2003-06-15,15,6,2003,0.0
2003-06-16,16,6,2003,0.0
2003-06-17,17,6,2003,0.1
2003-06-18,18,6,2003,0.1
2003-06-19,19,6,2003,0.1
2003-06-20,20,6,2003,0.1
2003-06-21,21,6,2003,0.1
2003-06-22,22,6,2003,0.1
2003-06-23,23,6,2003,0.1
2003-06-24,24,6,2003,0.0
2003-06-25,25,6,2003,0.1
2003-06-26,26,6,2003,0.0
2003-06-27,27,6,2003,0.0
2003-06-28,28,6,2003,0.0
2003-06-29,29,6,2003,0.0
2003-06-30,30,6,2003,0.0
2004-01-01,1,1,2004,0.0
2004-01-02,2,1,2004,0.0
2004-01-03,3,1,2004,0.1
2004-01-04,4,1,2004,0.2
2004-01-05,5,1,2004,0.5
2004-01-06,6,1,2004,0.8
2004-01-07,7,1,2004,1.8
2004-01-08,8,1,2004,2.4
2004-01-09,9,1,2004,2.2
2004-01-10,10,1,2004,1.6
2004-01-11,11,1,2004,1.2
2004-01-12,12,1,2004,1.8
2004-01-13,13,1,2004,1.5
2004-01-14,14,1,2004,1.9
2004-01-15,15,1,2004,2.5
2004-01-16,16,1,2004,2.8
2004-01-17,17,1,2004,3.2
2004-01-18,18,1,2004,2.5
2004-01-19,19,1,2004,1.6
2004-01-20,20,1,2004,0.5
2004-01-21,21,1,2004,0.2
2004-01-22,22,1,2004,0.1
2004-01-23,23,1,2004,0.0
2004-01-24,24,1,2004,0.0
2004-01-25,25,1,2004,0.0
2004-01-26,26,1,2004,0.0
2004-01-27,27,1,2004,0.0
2004-01-28,28,1,2004,0.0
2004-01-29,29,1,2004,0.0
2004-01-30,30,1,2004,0.0
2004-01-31,31,1,2004,0.0
2004-02-01,1,2,2004,3.7
2004-02-02,2,2,2004,6.7
2004-02-03,3,2,2004,7.9
2004-02-04,4,2,2004,7.4
2004-02-05,5,2,2004,6.2
2004-02-06,6,2,2004,6.4
2004-02-07,7,2,2004,6.7
2004-02-08,8,2,2004,6.8
2004-02-09,9,2,2004,6.6
2004-02-10,10,2,2004,6.6
2004-02-11,11,2,2004,6.0
2004-02-12,12,2,2004,4.4
2004-02-13,13,2,2004,4.3
2004-02-14,14,2,2004,3.8
2004-02-15,15,2,2004,3.3
2004-02-16,16,2,2004,8.1
2004-02-17,17,2,2004,8.8
2004-02-18,18,2,2004,7.8
2004-02-19,19,2,2004,6.0
2004-02-20,20,2,2004,6.5
2004-02-21,21,2,2004,6.5
2004-02-22,22,2,2004,5.1
2004-02-23,23,2,2004,4.1
2004-02-24,24,2,2004,3.5
2004-02-25,25,2,2004,2.3
2004-02-26,26,2,2004,1.5
2004-02-27,27,2,2004,1.4
2004-02-28,28,2,2004,1.0
2004-02-29,29,2,2004,3.2
2004-03-01,1,3,2004,4.6
2004-03-02,2,3,2004,5.7
2004-03-03,3,3,2004,6.1
2004-03-04,4,3,2004,6.7
2004-03-05,5,3,2004,7.5
2004-03-06,6,3,2004,9.4
2004-03-07,7,3,2004,10.5
2004-03-08,8,3,2004,10.4
2004-03-09,9,3,2004,10.0
2004-03-10,10,3,2004,9.5
2004-03-11,11,3,2004,7.8
2004-03-12,12,3,2004,6.3
2004-03-13,13,3,2004,6.5
2004-03-14,14,3,2004,6.1
2004-03-15,15,3,2004,6.2
2004-03-16,16,3,2004,6.3
2004-03-17,17,3,2004,6.9
2004-03-18,18,3,2004,7.9
2004-03-19,19,3,2004,8.0
2004-03-20,20,3,2004,8.3
2004-03-21,21,3,2004,7.9
2004-03-22,22,3,2004,8.1
2004-03-23,23,3,2004,7.8
2004-03-24,24,3,2004,7.0
2004-03-25,25,3,2004,7.7
2004-03-26,26,3,2004,5.5
2004-03-27,27,3,2004,5.7
2004-03-28,28,3,2004,5.7
2004-03-29,29,3,2004,4.8
2004-03-30,30,3,2004,4.7
2004-03-31,31,3,2004,5.5
2004-04-01,1,4,2004,7.1
2004-04-02,2,4,2004,7.3
2004-04-03,3,4,2004,7.5
2004-04-04,4,4,2004,8.5
2004-04-05,5,4,2004,8.2
2004-04-06,6,4,2004,8.5
2004-04-07,7,4,2004,9.4
2004-04-08,8,4,2004,9.5
2004-04-09,9,4,2004,9.9
2004-04-10,10,4,2004,9.9
2004-04-11,11,4,2004,10.0
2004-04-12,12,4,2004,9.8
2004-04-13,13,4,2004,8.6
2004-04-14,14,4,2004,6.7
2004-04-15,15,4,2004,6.0
2004-04-16,16,4,2004,6.2
2004-04-17,17,4,2004,6.0
2004-04-18,18,4,2004,6.1
2004-04-19,19,4,2004,6.0
2004-04-20,20,4,2004,6.3
2004-04-21,21,4,2004,6.5
2004-04-22,22,4,2004,6.7
2004-04-23,23,4,2004,6.8
2004-04-24,24,4,2004,6.8
2004-04-25,25,4,2004,6.6
2004-04-26,26,4,2004,6.3
2004-04-27,27,4,2004,5.9
2004-04-28,28,4,2004,5.5
2004-04-29,29,4,2004,5.6
2004-04-30,30,4,2004,5.6
2004-05-01,1,5,2004,6.0
2004-05-02,2,5,2004,6.5
2004-05-03,3,5,2004,6.1
2004-05-04,4,5,2004,6.0
2004-05-05,5,5,2004,6.8
2004-05-06,6,5,2004,6.7
2004-05-07,7,5,2004,6.2
2004-05-08,8,5,2004,5.8
2004-05-09,9,5,2004,5.5
2004-05-10,10,5,2004,3.9
2004-05-11,11,5,2004,3.1
2004-05-12,12,5,2004,2.0
2004-05-13,13,5,2004,3.8
2004-05-14,14,5,2004,3.6
2004-05-15,15,5,2004,2.4
2004-05-16,16,5,2004,1.5
2004-05-17,17,5,2004,1.3
2004-05-18,18,5,2004,0.8
2004-05-19,19,5,2004,0.5
2004-05-20,20,5,2004,2.0
2004-05-21,21,5,2004,0.3
2004-05-22,22,5,2004,0.2
2004-05-23,23,5,2004,0.2
2004-05-24,24,5,2004,0.1
2004-05-25,25,5,2004,0.0
2004-05-26,26,5,2004,0.0
2004-05-27,27,5,2004,1.8
2004-05-28,28,5,2004,2.5
2004-05-29,29,5,2004,3.2
2004-05-30,30,5,2004,3.4
2004-05-31,31,5,2004,3.1
2004-06-01,1,6,2004,2.8
2004-06-02,2,6,2004,1.8
2004-06-03,3,6,2004,1.2
2004-06-04,4,6,2004,0.8
2004-06-05,5,6,2004,0.6
2004-06-06,6,6,2004,0.4
2004-06-07,7,6,2004,0.3
2004-06-08,8,6,2004,0.2
2004-06-09,9,6,2004,0.2
2004-06-10,10,6,2004,0.0
2004-06-11,11,6,2004,0.0
2004-06-12,12,6,2004,0.0
2004-06-13,13,6,2004,0.0
2004-06-14,14,6,2004,0.0
2004-06-15,15,6,2004,0.0
2004-06-16,16,6,2004,0.0
2004-06-17,17,6,2004,0.0
2004-06-18,18,6,2004,0.0
2004-06-19,19,6,2004,0.0
2004-06-20,20,6,2004,0.0
2004-06-21,21,6,2004,0.0
2004-06-22,22,6,2004,0.0
2004-06-23,23,6,2004,0.0
2004-06-24,24,6,2004,0.0
2004-06-25,25,6,2004,0.0
2004-06-26,26,6,2004,0.0
2004-06-27,27,6,2004,0.0
2004-06-28,28,6,2004,0.0
2004-06-29,29,6,2004,0.0
2004-06-30,30,6,2004,0.0
2005-01-01,1,1,2005,0.2
2005-01-02,2,1,2005,0.3
2005-01-03,3,1,2005,0.1
2005-01-04,4,1,2005,0.4
2005-01-05,5,1,2005,0.2
2005-01-06,6,1,2005,0.9
2005-01-07,7,1,2005,1.2
2005-01-08,8,1,2005,1.4
2005-01-09,9,1,2005,0.8
2005-01-10,10,1,2005,0.7
2005-01-11,11,1,2005,1.2
2005-01-12,12,1,2005,1.6
2005-01-13,13,1,2005,1.7
2005-01-14,14,1,2005,1.9
2005-01-15,15,1,2005,2.0
2005-01-16,16,1,2005,1.5
2005-01-17,17,1,2005,1.6
2005-01-18,18,1,2005,1.9
2005-01-19,19,1,2005,2.1
2005-01-20,20,1,2005,2.5
2005-01-21,21,1,2005,2.0
2005-01-22,22,1,2005,1.8
2005-01-23,23,1,2005,2.6
2005-01-24,24,1,2005,1.8
2005-01-25,25,1,2005,1.9
2005-01-26,26,1,2005,2.0
2005-01-27,27,1,2005,2.1
2005-01-28,28,1,2005,1.8
2005-01-29,29,1,2005,1.5
2005-01-30,30,1,2005,1.3
2005-01-31,31,1,2005,1.2
2005-02-01,1,2,2005,
2005-02-02,2,2,2005,4.2
2005-02-03,3,2,2005,4.8
2005-02-04,4,2,2005,4.4
2005-02-05,5,2,2005,3.5
2005-02-06,6,2,2005,2.5
2005-02-07,7,2,2005,2.9
2005-02-08,8,2,2005,2.2
2005-02-09,9,2,2005,2.4
2005-02-10,10,2,2005,3.5
2005-02-11,11,2,2005,8.6
2005-02-12,12,2,2005,8.1
2005-02-13,13,2,2005,6.4
2005-02-14,14,2,2005,4.2
2005-02-15,15,2,2005,3.9
2005-02-16,16,2,2005,3.9
2005-02-17,17,2,2005,3.8
2005-02-18,18,2,2005,3.7
2005-02-19,19,2,2005,3.3
2005-02-20,20,2,2005,2.7
2005-02-21,21,2,2005,1.7
2005-02-22,22,2,2005,1.7
2005-02-23,23,2,2005,1.3
2005-02-24,24,2,2005,0.8
2005-02-25,25,2,2005,1.1
2005-02-26,26,2,2005,0.5
2005-02-27,27,2,2005,1.3
2005-02-28,28,2,2005,2.8
2005-03-01,1,3,2005,
2005-03-02,2,3,2005,4.2
2005-03-03,3,3,2005,4.4
2005-03-04,4,3,2005,4.1
2005-03-05,5,3,2005,3.5
2005-03-06,6,3,2005,4.0
2005-03-07,7,3,2005,3.2
2005-03-08,8,3,2005,1.8
2005-03-09,9,3,2005,1.6
2005-03-10,10,3,2005,1.7
2005-03-11,11,3,2005,2.8
2005-03-12,12,3,2005,3.7
2005-03-13,13,3,2005,5.5
2005-03-14,14,3,2005,6.2
2005-03-15,15,3,2005,7.1
2005-03-16,16,3,2005,7.2
2005-03-17,17,3,2005,7.7
2005-03-18,18,3,2005,7.6
2005-03-19,19,3,2005,7.6
2005-03-20,20,3,2005,8.9
2005-03-21,21,3,2005,9.1
2005-03-22,22,3,2005,8.5
2005-03-23,23,3,2005,7.4
2005-03-24,24,3,2005,6.3
2005-03-25,25,3,2005,5.3
2005-03-26,26,3,2005,4.4
2005-03-27,27,3,2005,4.4
2005-03-28,28,3,2005,4.5
2005-03-29,29,3,2005,5.7
2005-03-30,30,3,2005,6.1
2005-03-31,31,3,2005,9.2
2005-04-01,1,4,2005,
2005-04-02,2,4,2005,5.7
2005-04-03,3,4,2005,5.5
2005-04-04,4,4,2005,5.6
2005-04-05,5,4,2005,5.1
2005-04-06,6,4,2005,4.5
2005-04-07,7,4,2005,3.9
2005-04-08,8,4,2005,3.9
2005-04-09,9,4,2005,4.2
2005-04-10,10,4,2005,4.0
2005-04-11,11,4,2005,4.1
2005-04-12,12,4,2005,5.0
2005-04-13,13,4,2005,6.0
2005-04-14,14,4,2005,7.0
2005-04-15,15,4,2005,7.5
2005-04-16,16,4,2005,7.5
2005-04-17,17,4,2005,7.8
2005-04-18,18,4,2005,7.8
2005-04-19,19,4,2005,8.3
2005-04-20,20,4,2005,8.2
2005-04-21,21,4,2005,7.4
2005-04-22,22,4,2005,7.5
2005-04-23,23,4,2005,6.7
2005-04-24,24,4,2005,6.4
2005-04-25,25,4,2005,6.0
2005-04-26,26,4,2005,6.0
2005-04-27,27,4,2005,7.1
2005-04-28,28,4,2005,7.3
2005-04-29,29,4,2005,7.4
2005-04-30,30,4,2005,8.0
2005-05-01,1,5,2005,
2005-05-02,2,5,2005,8.3
2005-05-03,3,5,2005,7.0
2005-05-04,4,5,2005,6.8
2005-05-05,5,5,2005,6.2
2005-05-06,6,5,2005,6.8
2005-05-07,7,5,2005,6.6
2005-05-08,8,5,2005,6.3
2005-05-09,9,5,2005,6.0
2005-05-10,10,5,2005,6.4
2005-05-11,11,5,2005,7.5
2005-05-12,12,5,2005,9.5
2005-05-13,13,5,2005,9.9
2005-05-14,14,5,2005,10.2
2005-05-15,15,5,2005,9.4
2005-05-16,16,5,2005,8.9
2005-05-17,17,5,2005,8.7
2005-05-18,18,5,2005,8.8
2005-05-19,19,5,2005,8.5
2005-05-20,20,5,2005,7.6
2005-05-21,21,5,2005,6.1
2005-05-22,22,5,2005,5.1
2005-05-23,23,5,2005,4.8
2005-05-24,24,5,2005,4.1
2005-05-25,25,5,2005,4.5
2005-05-26,26,5,2005,4.0
2005-05-27,27,5,2005,3.5
2005-05-28,28,5,2005,3.0
2005-05-29,29,5,2005,2.4
2005-05-30,30,5,2005,1.8
2005-05-31,31,5,2005,1.3
2005-06-01,1,6,2005,5.4
2005-06-02,2,6,2005,5.2
2005-06-03,3,6,2005,5.5
2005-06-04,4,6,2005,5.3
2005-06-05,5,6,2005,5.2
2005-06-06,6,6,2005,5.0
2005-06-07,7,6,2005,4.8
2005-06-08,8,6,2005,4.4
2005-06-09,9,6,2005,4.6
2005-06-10,10,6,2005,4.5
2005-06-11,11,6,2005,4.8
2005-06-12,12,6,2005,4.7
2005-06-13,13,6,2005,4.2
2005-06-14,14,6,2005,4.4
2005-06-15,15,6,2005,4.5
2005-06-16,16,6,2005,4.3
2005-06-17,17,6,2005,4.2
2005-06-18,18,6,2005,4.0
2005-06-19,19,6,2005,3.9
2005-06-20,20,6,2005,3.8
2005-06-21,21,6,2005,4.0
2005-06-22,22,6,2005,4.1
2005-06-23,23,6,2005,4.2
2005-06-24,24,6,2005,4.3
2005-06-25,25,6,2005,4.4
2005-06-26,26,6,2005,4.1
2005-06-27,27,6,2005,3.8
2005-06-28,28,6,2005,3.7
2005-06-29,29,6,2005,3.8
2005-06-30,30,6,2005,3.9
2006-01-01,1,1,2006,1.3
2006-01-02,2,1,2006,1.4
2006-01-03,3,1,2006,1.2
2006-01-04,4,1,2006,1.3
2006-01-05,5,1,2006,1.5
2006-01-06,6,1,2006,1.4
2006-01-07,7,1,2006,1.3
2006-01-08,8,1,2006,1.2
2006-01-09,9,1,2006,1.1
2006-01-10,10,1,2006,1.3
2006-01-11,11,1,2006,1.4
2006-01-12,12,1,2006,1.5
2006-01-13,13,1,2006,1.6
2006-01-14,14,1,2006,1.5
2006-01-15,15,1,2006,1.4
2006-01-16,16,1,2006,1.3
2006-01-17,17,1,2006,1.2
2006-01-18,18,1,2006,1.4
2006-01-19,19,1,2006,1.5
2006-01-20,20,1,2006,1.3
2006-01-21,21,1,2006,1.4
2006-01-22,22,1,2006,1.5
2006-01-23,23,1,2006,1.6
2006-01-24,24,1,2006,1.7
2006-01-25,25,1,2006,1.6
2006-01-26,26,1,2006,1.4
2006-01-27,27,1,2006,1.5
2006-01-28,28,1,2006,1.3
2006-01-29,29,1,2006,1.6
2006-01-30,30,1,2006,1.7
2006-01-31,31,1,2006,1.8
2006-02-01,1,2,2006,
2006-02-02,2,2,2006,7.5
2006-02-03,3,2,2006,7.0
2006-02-04,4,2,2006,6.2
2006-02-05,5,2,2006,5.1
2006-02-06,6,2,2006,3.7
2006-02-07,7,2,2006,3.9
2006-02-08,8,2,2006,3.6
2006-02-09,9,2,2006,2.2
2006-02-10,10,2,2006,1.7
2006-02-11,11,2,2006,1.1
2006-02-12,12,2,2006,1.8
2006-02-13,13,2,2006,2.3
2006-02-14,14,2,2006,2.2
2006-02-15,15,2,2006,3.5
2006-02-16,16,2,2006,3.9
2006-02-17,17,2,2006,4.0
2006-02-18,18,2,2006,3.8
2006-02-19,19,2,2006,3.9
2006-02-20,20,2,2006,3.2
2006-02-21,21,2,2006,3.7
2006-02-22,22,2,2006,4.0
2006-02-23,23,2,2006,4.5
2006-02-24,24,2,2006,3.7
2006-02-25,25,2,2006,2.6
2006-02-26,26,2,2006,1.9
2006-02-27,27,2,2006,0.7
2006-02-28,28,2,2006,2.0
2006-03-01,1,3,2006,
2006-03-02,2,3,2006,5.5
2006-03-03,3,3,2006,5.9
2006-03-04,4,3,2006,6.5
2006-03-05,5,3,2006,6.0
